City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,camana,-16.6228,-72.7111,19.81,82,97,1.85,PE,1702176338
351,huangpi,30.8845,114.3779,10.06,87,100,4.0,CN,1702176358
352,yinchuan,38.4681,106.2731,3.31,27,100,2.08,CN,1702176359
353,chardara,41.2547,67.9692,-0.95,65,4,3.42,KZ,1702176359
354,togur,58.3631,82.8265,-27.85,97,100,2.83,RU,1702176359
355,palu,-0.8917,119.8707,31.82,60,98,1.94,ID,1702176359
356,forbes,-33.3833,148.0167,38.84,20,31,4.2,AU,1702176359
357,bechar,31.6167,-2.2167,12.97,56,44,1.43,DZ,1702176359
358,pisco,-13.7,-76.2167,20.03,77,100,2.57,PE,1702176359
359,iguai,-14.7564,-40.0892,20.96,96,67,0.87,BR,1702176360
360,ingeniero guillermo n. juarez,-23.9,-61.85,28.15,61,97,4.31,AR,1702176360
361,gebeit,21.0667,36.3167,20.33,91,92,2.81,SD,1702176360
362,krizevci,46.0219,16.5425,0.16,92,100,2.92,HR,1702176360
